term,country,cabinet_party,estimate,p.value,change_from_0_to_10
therm_diff_recode,Croatia,0,-0.003179920038759443,0.4520438748225892,-0.03179920038759443
therm_diff_recode,Croatia,1,0.005949750115252783,0.2889435364314437,0.05949750115252783
therm_diff_recode,Denmark,0,-0.011899904842654907,4.8617918654635864e-14,-0.11899904842654907
therm_diff_recode,Denmark,1,-0.002931887291918178,0.3005298790996791,-0.029318872919181782
therm_diff_recode,Finland,0,0.003488151848640708,0.25749761259046866,0.03488151848640708
therm_diff_recode,Finland,1,-0.002552798055444061,0.3443342972524329,-0.02552798055444061
therm_diff_recode,France,0,-0.007068035358603897,3.426020804602257e-4,-0.07068035358603897
therm_diff_recode,France,1,-0.005096477750488049,0.04234580141610415,-0.05096477750488049
therm_diff_recode,Germany,0,-0.0028287726236142507,0.21743094696589427,-0.028287726236142507
therm_diff_recode,Germany,1,-0.002718050924915838,0.22654042869073998,-0.02718050924915838
therm_diff_recode,Greece,0,-0.004259736961220728,0.06336304434839345,-0.04259736961220728
therm_diff_recode,Greece,1,0.012218308556855018,4.3445074277173205e-4,0.12218308556855018
therm_diff_recode,Hungary,0,-0.009344577196784831,5.71397384265706e-4,-0.09344577196784831
therm_diff_recode,Hungary,1,0.006151283536870444,0.03196771091195507,0.061512835368704444
therm_diff_recode,Italy,0,-0.007906797695911294,0.005651361282510554,-0.07906797695911294
therm_diff_recode,Italy,1,-6.697455378623651e-4,0.7256297028717648,-0.006697455378623651
therm_diff_recode,Lithuania,0,-0.0157557107167694,1.5349220728937703e-8,-0.157557107167694
therm_diff_recode,Lithuania,1,-7.672528988256211e-4,0.7952385373429087,-0.007672528988256211
therm_diff_recode,Netherlands,0,-0.011759458794058375,1.1613708961725608e-4,-0.11759458794058375
therm_diff_recode,Netherlands,1,-0.007026111800256807,0.038554772522891405,-0.07026111800256807
therm_diff_recode,Poland,0,-0.01801552599089984,5.320424522600549e-9,-0.1801552599089984
therm_diff_recode,Poland,1,0.0014892335875593687,0.62537108403677,0.014892335875593687
therm_diff_recode,Romania,0,-0.011240359954478585,3.721479190539498e-4,-0.11240359954478585
therm_diff_recode,Romania,1,-0.00456950200447559,0.136760425000925,-0.045695020044755896
therm_diff_recode,Slovakia,0,-0.010004262582630208,0.010601410447237216,-0.10004262582630208
therm_diff_recode,Slovakia,1,0.0061859073103853746,0.1735274920106297,0.061859073103853746
therm_diff_recode,Spain,0,-0.0048122524884675055,0.007281322098178787,-0.048122524884675055
therm_diff_recode,Spain,1,0.001275035917847056,0.5881964609518828,0.01275035917847056
therm_diff_recode,Sweden,0,-0.005427949546471522,1.7488755586007898e-4,-0.05427949546471522
therm_diff_recode,Sweden,1,9.149891142534727e-4,0.6991708987443822,0.009149891142534727
therm_diff_recode,United Kingdom,0,-0.010728545031341019,2.2011629694275213e-10,-0.10728545031341019
therm_diff_recode,United Kingdom,1,0.007073777947674831,0.0010646700897942014,0.07073777947674831
